root_symbol,exchange,name,multiplier,tick_size,url,Product Code,Settlement Method,Price Quotation,Contract Unit,Minimum Price Fluctuation,Termination Of Trading,Trading Hours,sector,sub_sector,exchange_y,sector,symbol,strategy,tick,tick value,multiplier_y,,
LT,NYMEX,Gulf Coast ULSD (Platts) Up-Down Futures,42000,0.0001,http://www.cmegroup.com/trading/energy/refined-products/up-down-gulf-coast-ultra-low-sulfur-diesel-ulsd-vs-nymex-heating-oil-ho-spread-swap-futures_contract_specifications.html,CME Globex: LTCME ClearPort: LTClearing: LT ,Financially Settled ,U.S. dollars and cents per gallon ,"42,000 U.S. gallons ",$0.0001 per gallon ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,Gulf Coast ULSD (Platts) Up?Down Spread Futures ,LT,Outright,0.0001,4.2,42000,,
LY,NYMEX,Gulf Coast ULSD (Platts) Futures,42000,0.0001,http://www.cmegroup.com/trading/energy/refined-products/gulf-coast-ultra-low-sulfur-diesel-usld-platts-calendar-swap_contract_specifications.html,CME Globex: ALYCME ClearPort: LYClearing: LY ,Financially Settled ,U.S. dollars and cents per gallon. ,"42,000 gallons ",$0.0001 per gallon ,Trading terminateson the last business day of the contract month. ,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. ET (4:00 p.m. CT) ,Energy,Refined Products,,,,,,,,,
M6B,CME,E-micro British Pound/American Dollar Futures,6250,0.0001,http://www.cmegroup.com/trading/fx/e-micros/e-micro-british-pound_contract_specifications.html,CME Globex: M6BCME ClearPort: M6BClearing: M6B ,Deliverable ,,"6,250 British pounds If USD/GBP = 1.5000 then contract = $9,375 (= £6,250 x $1.5000/£) ",0.0001 USD/GBP (=US$0.625) ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,CME Globex: ,FX,E Micros,,E-micro GBP/USD Futures (E-micro British Pound/American Dollar),M6B,Outright,0.0001,0.625,6250,,
M6E,CME,E-micro Euro/American Dollar Futures,12500,0.0001,http://www.cmegroup.com/trading/fx/e-micros/e-micro-euro_contract_specifications.html,CME Globex: M6ECME ClearPort: M6EClearing: M6E ,Deliverable ,,"12,500 euros If USD/EUR = 1.3000 then contract = $16,250 (= €12,500 x $1.3000/€) ",0.0001 USD/EUR (=US$1.25) ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,CME Globex: ,FX,E Micros,,E-micro EUR/USD Futures (E-micro Euro/American Dollar),M6E,Outright,0.0001,1.25,12500,,
MBE,NYMEX,Mont Belvieu Spot Ethylene In-Well Futures,100000,1.00E-05,http://www.cmegroup.com/trading/energy/petrochemicals/mont-belvieu-spot-ethylene-in-well-futures_contract_specifications.html,CME Globex: MBECME ClearPort: MBEClearing: MBE ,Deliverable ,U.S. dollars and cents per pound ,"100,000 pounds ",$0.00001 per pound ,"No trades in Mont Belvieu Spot Ethylene In-Well (PCW) Futures deliverable in the current month shall be made after the second-to-last business day of the delivery month (the “last trade date”). In the event that the originally listed last trade date is declared a holiday, the last trade date will move to the business day immediately prior. Any contracts remaining open after the last trade date must be either: (A) Settled by delivery which shall take place on the last business day of the delivery month. (B) Liquidated by means of a bona fide Exchange for Related Position (“EFRP”). An EFRP is permitted in the expiring futures contract at any time before 2:30 p.m. on the last day of trading for the futures contract, provided, however, that an EFRP shall not be permitted on the first business day following the expired futures contract. ",CME Globex: ,Energy,Petrochemicals,NYMEX,Mont Belvieu Spot Ethylene In-Well (PCW) Futures,MBE,Outright,1.00E-05,1,100000,,
MBN,NYMEX,Mont Belvieu Ethylene (PCW) Financial Futures,100000,1.00E-05,http://www.cmegroup.com/trading/energy/petrochemicals/mont-belvieu-ethylene-pcw-financial-swap-futures_contract_specifications.html,CME Globex: MBRCME ClearPort: MBNClearing: MBN ,Financially Settled ,U.S dollars and cents per pound ,"100,000 pounds ",$0.00001 per pound ,Trading terminates on the last business day of the contract month. ,CME Globex: ,Energy,Petrochemicals,,,,,,,,,
MCC,NYMEX,Indonesian Coal (McCloskey sub-bituminous) Futures,1000,0.05,http://www.cmegroup.com/trading/energy/coal/indonesian-coal-mccloskey-sub-bituminous-swap_contract_specifications.html,CME Globex: MCCCME ClearPort: MCCClearing: MCC ,Financially Settled ,Prices shall be quoted in U.S. dollars and cents per metric ton ,"1,000 metric tons ",The minimum price fluctuation shall be $0.05 (5¢) per metric ton. The minimum final settlement is $0.01 per metric ton. ,"The contract shall terminate at the close of trading on the last Friday of the contract month. If such Friday is a UK holiday, the contract will terminate on the UK business day immediately prior to the last Friday of the contract month unless such day is not an Exchange business day, in which case the contract shall terminate on the Exchange business day immediately prior. Notwithstanding the above, if New Year's Day is a Friday, the immediately preceding December contract month shall terminate on the last business day of the contract month. ",CME Globex: ,Energy,Coal,NYMEX,Indonesian Coal (McCloskey sub-bituminous) Futures,MCC,Outright,0.05,50,1000,,
MD,CME,E-mini S&P MidCap 400 Futures,100,0.1,http://www.cmegroup.com/trading/equity-index/us-index/e-mini-sandp-midcap-400_contract_specifications.html,CME Globex: EMD ,Financially Settled ,,$100 x S&P MidCap 400 Index ,Outright: 0.10 index points=$10.00  Calendar Spread: 0.05 index points=$5.00  BTIC: 0.05 index points=$5.00 ,Trading can occur up until 9:30 a.m. Eastern Time (ET) on the 3rd Friday of the contract month  BTIC trading terminates at 4:00 p.m. ET on the Thursday before the 3rd Friday of contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with  trading halt 4:15 p.m. - 4:30 p.m. ,Equities,US Index,,,,,,,,,
ME,NYMEX,Gulf Coast Jet (Platts) Up-Down Futures,42000,0.0001,http://www.cmegroup.com/trading/energy/refined-products/gulf-coast-jet-fuel-vs-nymex-no-2-heating-oil-platts-spread-swap_contract_specifications.html,CME Globex: MECME ClearPort: MEClearing: ME ,Financially Settled ,U.S. dollars and cents per gallon ,"42,000 U.S. gallons ",$0.0001 per gallon ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,Gulf Coast Jet (Platts) vs. Heating Oil Spread Futures ,ME,Outright,0.0001,4.2,42000,,
MEL,NYMEX,MISO Indiana Hub (formerly Cinergy Hub) Real-Time Peak Calendar-Month 2.5 MW Futures,40,0.05,http://www.cmegroup.com/trading/energy/electricity/cinergy-hub-peak-calendar-month-lmp-swap-futures_contract_specifications.html,CME Globex: MELCME ClearPort: EMClearing: EM ,Financially Settled ,The contract quantity is based on 2.5 megawatts per hour for each peak hour of the contract month. The daily total is 40 Megawatt hours (MWH). One contract shall equal the daily total multiplied by the number of peak days in the contract month. Each futures contract shall be valued as the contract quantity multiplied by the settlement price ,5 MWh ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,NYMEX,Midwest ISO Indiana Hub Peak Calendar-Month LMP Futures,MEL,Outright,0.05,2,40,,
MEO,NYMEX,Mini Gasoline Euro-bob Oxy NWE Barges (Argus) Futures,100,0.001,http://www.cmegroup.com/trading/energy/refined-products/mini-gasoline-euro-bob-oxy-argus-new-barges-swap-futures_contract_specifications.html,CME Globex: MEOCME ClearPort: MEOClearing: MEO ,Financially Settled ,U.S. dollars and cents per metric ton ,100 metric tons ,$0.001 per metric ton ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,Mini Gasoline Euro-bob Oxy NWE Barges (Argus) Futures,MEO,Outright,0.001,0.1,100,,
MF,NYMEX,Gulf Coast No. 6 Fuel Oil 3.0% (Platts) Futures,1000,0.01,http://www.cmegroup.com/trading/energy/refined-products/gulf-coast-no-6-fuel-oil-30pct-sulfur-platts-swap_contract_specifications.html,CME Globex: MFBCME ClearPort: MFClearing: MF ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.01 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,,,,,,,,,
MFF,NYMEX,Coal (API4) FOB Richards Bay (ARGUS-McCloskey) Futures,1000,0.05,http://www.cmegroup.com/trading/energy/coal/coal-api-4-fob-richards-bay-argus-mccloskey_contract_specifications.html,CME Globex: MFFCME ClearPort: MFFClearing: MFF ,Financially Settled ,Prices shall be quoted in U.S. dollars and cents per metric ton ,"1,000 metric tons ",The minimum price fluctuation shall be $0.05 (5¢) per metric ton. The minimum final settlement is $0.01 per metric ton. ,"The contract shall terminate at the close of trading on the last Friday of the contract month. If such Friday is a UK holiday, the contract will terminate on the UK business day immediately prior to the last Friday of the contract month unless such day is not an Exchange business day, in which case the contract shall terminate on the Exchange business day immediately prior. Notwithstanding the above, if New Year's Day is a Friday, the immediately preceding December contract month shall terminate on the last business day of the contract month. ",CME Globex: ,Energy,Coal,NYMEX,Coal (API4) FOB Richards Bay (ARGUS? McCloskey) Futures,MFF,Outright,0.05,50,1000,,
MG,NYMEX,Gulf Coast No. 6 Fuel Oil (Platts) Crack Spread Futures,1000,0.01,http://www.cmegroup.com/trading/energy/refined-products/gulf-coast-no-6-fuel-oil-platts-crack-swap_contract_specifications.html,CME Globex: MGHCME ClearPort: MGClearing: MG ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 U.S. barrels ",$0.01 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,,,,,,,,,
MGC,CEC,E-micro Gold Futures,10,0.1,http://www.cmegroup.com/trading/metals/precious/e-micro-gold_contract_specifications.html,CME Globex: MGCCME ClearPort: MGCClearing: MGC ,Deliverable ,U.S. Dollars and Cents per troy ounce ,10 troy ounces ,0.10 per troy ounce = $1.00 ,Trading terminates on the third last business day of the delivery month. ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Metals,Precious,COMEX,E-micro Gold Futures,MGC,Outright,0.1,1,10,,
MJN,NYMEX,Mini Japan C&F Naphtha (Platts) Futures,100,0.001,http://www.cmegroup.com/trading/energy/refined-products/mini-japan-candf-naphtha-platts-swap_contract_specifications.html,CME Globex: MJNCME ClearPort: MJNClearing: MJN ,Financially Settled ,U.S. dollars and cents per metric ton ,100 metric tons ,$0.001 per metric ton ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,Mini Japan C&F Naphtha (Platts) Futures,MJN,Outright,0.001,0.1,100,,
MM,NYMEX,New York Harbor Residual Fuel 1.0% (Platts) Futures,1000,0.01,http://www.cmegroup.com/trading/energy/refined-products/new-york-harbor-residual-fuel-1pct-sulfur-platts-swap_contract_specifications.html,CME Globex: MMCME ClearPort: MMClearing: MM ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.01 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,New York Harbor Residual Fuel 1.0% (Platts) Futures ,MM,Outright,0.01,10,1000,,
MNB,NYMEX,Mont Belvieu Normal Butane LDH (OPIS) Futures,42000,1.00E-05,http://www.cmegroup.com/trading/energy/petrochemicals/mont-belvieu-normal-butane-ldh-opis-swap_contract_specifications.html,CME Globex: MNBCME ClearPort: MNBClearing: MNB ,Financially Settled ,U.S. dollars and cents per gallon ,"42,000 gallons ",$0.00001 per gallon ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Petrochemicals,NYMEX,Mont Belvieu Normal Butane LDH (OPIS) Futures,MNB,Outright,1.00E-05,0.42,42000,,
MNC,NYMEX,Mini European Naphtha CIF NWE (Platts) Futures,100,0.001,http://www.cmegroup.com/trading/energy/refined-products/mini-european-naphtha-platts-cif-nwe-swap-futures_contract_specifications.html,CME Globex: MNCCME ClearPort: MNCClearing: MNC ,Financially Settled ,U.S. dollars and cents per metric ton ,100 metric tons ,$0.001 per metric ton ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,Mini European Naphtha CIF NWE (Platts) Futures,MNC,Outright,0.001,0.1,100,,
MOD,NYMEX,PJM ATSI Zone 5 MW Off-Peak Calendar-Month Day-Ahead Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-atsi-zone-5-mw-off-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: MDDCME ClearPort: MODClearing: MOD ,Financially Settled ,Prices shall be quoted in U.S. dollars and cents per MWH ,The contract quantity shall be 5 Megawatts Hours (MWH). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month. Each futures contract shall be valued at the contract quantity multiplied by the settlement price. ,USD 0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
MP,CME,Mexican Peso Futures,0.5,1.00E+01,http://www.cmegroup.com/trading/fx/emerging-market/mexican-peso_contract_specifications.html,CME Globex: 6MCME ClearPort: MPClearing: MP ,Deliverable ,,"500,000 Mexican pesos ",$.00001 per Mexican peso increments ($5.00/contract). ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,CME Globex: ,FX,Emerging Markets,,,,,,,,,
MPX,NYMEX,NY Harbor ULSD Financial Futures,42000,0.0001,http://www.cmegroup.com/trading/energy/refined-products/nymex-new-york-harbor-heating-oil-calendar-swap_contract_specifications.html,CME Globex: MPXCME ClearPort: MPClearing: MP ,Financially Settled ,U.S. dollars and cents per gallon ,"42,000 gallons ",0.0001 per gallon = $4.20 ,Trading terminates on the last business day of the contract month. ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Refined Products,NYMEX,NY Harbor ULSD Financial Futures ,MPX,Outright,0.0001,4.2,42000,,
MTF,NYMEX,Coal (API2) CIF ARA (ARGUS-McCloskey) Futures,1000,0.05,http://www.cmegroup.com/trading/energy/coal/coal-api-2-cif-ara-argus-mccloskey_contract_specifications.html,CME Globex: MTFCME ClearPort: MTFClearing: MTF ,Financially Settled ,Prices shall be quoted in U.S. dollars and cents per metric ton ,"1,000 metric tons ",The minimum price fluctuation shall be $0.05 (5¢) per metric ton. The minimum final settlement is $0.01 per metric ton. ,"The contract shall terminate at the close of trading on the last Friday of the contract month. If such Friday is a UK holiday, the contract will terminate on the UK business day immediately prior to the last Friday of the contract month unless such day is not an Exchange business day, in which case the contract shall terminate on the Exchange business day immediately prior. Notwithstanding the above, if New Year's Day is a Friday, the immediately preceding December contract month shall terminate on the last business day of the contract month. ",CME Globex: ,Energy,Coal,NYMEX,Coal (API2) CIF ARA (ARGUS?McCloskey) Futures ,MTF,Outright,0.05,50,1000,,
MTS,NYMEX,Mini Singapore Fuel Oil 380 cst (Platts) Futures,100,0.001,http://www.cmegroup.com/trading/energy/refined-products/mini-singapore-fuel-oil-380-cst-platts-swap-futures_contract_specifications.html,CME Globex: MTSCME ClearPort: MTSClearing: MTS ,Financially Settled ,U.S. dollars and cents per metric ton ,100 metric tons ,$0.001 per metric ton ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,Mini Singapore Fuel Oil 380 cst (Platts) Futures,MTS,Outright,0.001,0.1,100,,
N1,NYMEX,ERCOT West 345 kV Hub 5 MW Peak Futures,80,0.01,http://www.cmegroup.com/trading/energy/electricity/ercot-west-zone-mcpe-5-mw-peak-swap-futures_contract_specifications.html,CME Globex: AN1 ,Deliverable ,U.S. dollars and cents per MWh ,5 MW (80 MWh) ,0.01 x 5 MW x 16 peak hours x # peak days/month ,"On the last business day of the month prior to the contract month, each N1/AN1 open position converts into a strip of ERCOT West 345 kV Hub 5 MW Peak Calendar-Day Futures - R1/AR1 in the originally specified contract month.  ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
N1U,CBT,10 Year USD Deliverable Interest Rate Swap Futures,1000,0.015625,http://www.cmegroup.com/trading/interest-rates/deliverable-swaps/10-year-deliverable-interest-rate-swap-futures_contract_specifications.html,CME Globex: N1UCME ClearPort: N1UClearing: N1U ,Deliverable ,"Prices are made in terms of price points: 100 points plus net present value (NPV) of IRS that meets Delivery Standard, where NPV is present value of IRS fixed-rate payments minus present value of IRS floating-rate payments as of 3rd Wednesday of Delivery Month. Par is on the basis of 100 points. ","$1,000 per point ($100,000 per contract) ","One-half of one thirty-second (1/32) of one point ($15.625, rounded to the nearest cent per contract), except for intermonth spreads, where the minimum price fluctuation is one-quarter of one thirty-second of one point ($7.8125 per contract) ",Second London business day before 3rd Wednesday of futures Delivery Month. Trading in expiring contracts closes at 2:00 p.m. on the last trading day. ,"5 p.m. to 4 p.m., Sun-Fri. ",Interest Rate,Deliverable Swaps,,10-Year USD MAC Swap Futures,N1U,Outright,0.015625,15.625,1000,,
N1Y,CME,Nikkei/Yen Futures,500,5,http://www.cmegroup.com/trading/equity-index/international-index/nikkei-225-yen_contract_specifications.html,CME Globex: NIY ,Financially Settled ,,¥500 (yen) x Nikkei Stock Average ,5.00 index points=¥2500 ,5:00 p.m. Eastern Time (ET) on the Thursday prior to the second Friday of the contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) ,Equities,International Index,,,,,,,,,
N3,NYMEX,PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-northern-illinois-hub-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: N3L ,Deliverable ,U.S. dollars and cents per MWh ,5 MW (80 MWh) ,0.05 x 5 MW x 16 Peak Hours x # Peak Days/Month ,"On the last business day of the month prior to the contract month, each N3/N3L open position converts into a strip of PJM Northern Illinois Hub Day-Ahead Peak Calendar-Day 5 MW Futures - PNP/PNL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
N9,NYMEX,PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,5,0.01,http://www.cmegroup.com/trading/energy/electricity/pjm-western-hub-off-peak-calendar-month-real-time-lmp-swap-futures_contract_specifications.html,CME Globex: N9LCME ClearPort: N9 ,Deliverable ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x 16 peak hours x # peak days/month ,"On the second to last business day of the month prior to the contract month, each N9/N9L open position into a strip of PJM Western Hub Real-Time Off-Peak Calendar-Day 5 MW Futures - WOR/WOL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
ND,CME,NASDAQ 100 Futures,100,0.25,,,,,,,,,Equities,US Index,,,,,,,,,
NE,CME,New Zealand Dollar Futures,100000,0.0001,http://www.cmegroup.com/trading/fx/g10/new-zealand-dollar_contract_specifications.html,CME Globex: 6NCME ClearPort: NEClearing: NE ,Deliverable ,,"100,000 New Zealand dollars ",$.0001 per New Zealand dollar increments ($10.00/contract). $.00005 per New Zealand dollar ($5.00/contract) for NZD/USD futures intra-currency spreads executed electronically. ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,FX,Majors,,,,,,,,,
NEN,NYMEX,ANR Oklahoma Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/ANR-OK-Basis-Swap-Platts-IFERC-Futures_contract_specifications.html,CME Globex: NENCME ClearPort: NEClearing: NE ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,"ANR, Oklahoma Natural Gas (Platts IFERC) Basis Futures",NEN,Outright,0.0001,0.25,2500,,
NF,CME,Non-fat Dry Milk Futures,440,0.025,http://www.cmegroup.com/trading/agricultural/dairy/nonfat-dry-milk_contract_specifications.html,CME Globex: GNFCME ClearPort: NFClearing: NF ,Financially Settled ,Nonfat Dry Milk Cents per pound ,"44,000 lbs. of Nonfat Dry Milk ( ˜20 metric tons) ",$0.00025 per pound (= $11.00 per contract) ,Trading shall terminate on the business day immediately preceding the day on which the USDA announces the Nonfat Dry Milk price for that contract month. (LTD 12:10 p.m.) ,Sundays at 5:00 p.m. through Friday at 1:55 p.m. with daily trading halts from 4:00 p.m. to 5:00 p.m. ,Agriculture,Dairy,,,,,,,,,
NFN,NYMEX,MichCon Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/michcon-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: NFNCME ClearPort: NFClearing: NF ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,MichCon Natural Gas (Platts IFERC) Basis Futures,NFN,Outright,0.0001,0.25,2500,,
NG,NYMEX,Natural Gas (Henry Hub) Physical Futures,10000,0.001,http://www.cmegroup.com/trading/energy/natural-gas/natural-gas_contract_specifications.html,CME Globex: NGCME ClearPort: NG ,Deliverable ,U.S. dollars and cents per mmBtu. ,"10,000 million British thermal units (mmBtu). ",CME ClearPort: ,"Trading of any delivery month shall cease three (3) business days prior to the first day of the delivery month. In the event that the official Exchange holiday schedule changes subsequent to the listing of a Natural Gas futures, the originally listed expiration date shall remain in effect. In the event that the originally listed expiration day is declared a holiday, expiration will move to the business day immediately prior. ",CME Globex: ,Energy,Natural Gas,NYMEX,Henry Hub Natural Gas Futures,NG,Outright,0.001,10,10000,,
NH,NYM,Houston Ship Channel Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/houston-ship-channel-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: NHNCME ClearPort: NHClearing: NH ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,,,,,,,,,
NI,NYMEX,ISO New England Mass Hub Day-Ahead Peak Calendar-Month 2.5 MW Futures,80,0.05,,,,,,,,,Energy,Electricity,,,,,,,,,
NJ,NYMEX,San Juan Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/san-juan-basin-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: NJCME ClearPort: NJClearing: NJ ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,San Juan Natural Gas  (Platts IFERC) Basis Futures,NJ,Outright,0.0001,0.25,2500,,
NK,CME,Nikkei/USD Futures,5,5,http://www.cmegroup.com/trading/equity-index/international-index/nikkei-225-dollar_contract_specifications.html,CME Globex: NKD ,Financially Settled ,,$5.00 x Nikkei Stock Average ,5.00 index points=$25.00 ,5:00 p.m. Eastern Time (ET) on Business Day prior to 2nd Friday of the contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with  trading halt 4:15 p.m. - 4:30 p.m. ,Equities,International Index,,,,,,,,,
NKN,NYMEX,Sumas Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/sumas-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: NKNCME ClearPort: NKClearing: NK ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,Sumas Natural Gas  (Platts IFERC) Basis Futures,NKN,Outright,0.0001,0.25,2500,,
NL,NYMEX,NGPL Mid-Con Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/natural-gas-pipeline-ngpl-midcontinent-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: NLCME ClearPort: NLClearing: NL ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,NGPL Mid-Con Natural Gas (Platts IFERC) Basis Futures,NL,Outright,0.0001,0.25,2500,,
NN,NYMEX,Henry Hub Swap Futures,2500,0.001,http://www.cmegroup.com/trading/energy/natural-gas/henry-hub-natural-gas-swap-futures-financial_contract_specifications.html,CME Globex: NN ,Financially Settled ,U.S. dollars and cents per MMBtu ,"CME Globex: NN – 2,500 MMBtu per day ",0.001 per MMBtu = $2.50 ,Trading terminates 3 business days prior to the contract month. ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Natural Gas,NYMEX,Henry Hub Natural Gas Last Day Financial Futures,NN,Outright,0.001,2.5,2500,,
NP,NYMEX,Henry Hub Penultimate NP Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/natural-gas-penultimate-swap-financial_contract_specifications.html,CME Globex: NPGCME ClearPort: NP ,Financially Settled ,U.S. dollars and cents per mmBtu ,"2,500 million British thermal units (mmBtu). ",CME ClearPort: ,Trading and posting of transactions shall cease on the business day preceding the termination of trading for the corresponding contract month of the NYMEX (Henry Hub) Natural Gas Futures contract. ,CME Globex: ,Energy,Natural Gas,,,,,,,,,
NQ,CME,E-mini NASDAQ 100 Futures,20,0.25,http://www.cmegroup.com/trading/equity-index/us-index/e-mini-nasdaq-100_contract_specifications.html,CME Globex: NQ ,Financially Settled ,,$20 x Nasdaq-100 Index ,Outright: 0.25 Index Points=$5.00 Calendar Spread: 0.05 Index Points=$1.00 BTIC Minimum Price Fluctuation: 0.05 Index Points=$1.00 ,Trading can occur up until 9:30 a.m. Eastern Time (ET) on the 3rd Friday of the contract month  BTIC trading terminates at 4:00 p.m. ET on the Thursday before the 3rd Friday of contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with  trading halt 4:15 p.m. - 4:30 p.m. ,Equities,US Index,,E-mini NASDAQ-100 Futures,NQ,Outright,0.25,5,20,,
NR,NYMEX,Rockies Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/northwest-pipeline-rockies-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: NRCME ClearPort: NRClearing: NR ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,Rockies Natural Gas (Platts IFERC) Basis Futures,NR,Outright,0.0001,0.25,2500,,
NS,NYMEX,SoCal Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,,,,,,,,,Energy,Natural Gas,,,,,,,,,
